npsn,nama_sekolah,alamat,jumlah_guru,kepala_sekolah,telp_sekolah,latitude,longitude
20110226,TK GLADI SIWI,Jl. Mundu Rt. 05/04 No. 42,3,"Yuni Indarwati, S.Pd",021 8406687,,
20110227,TK HARAPAN,Jl. Banjar Jati Rt. 08/02,5,Dra. DEWI PUSPITA SARI,021 84992381,,
20110228,TK HIKARI KIDS,Jl. Raya Gempol Kavling II No. 19,3,"Ijek Paijem, S.Pd",021 92929915,,
20110230,TK AL HAKIM,Jl. SPG 7 Rt. 007/009,2,Siti Nurhayati,021 8408720,,
20110232,TK ISLAM AL BAIDLO,Jl. Al Baidlo Raya No. 29,4,"Siti Suhaebah, S.Pd",021 70995251,-6.295837,106.898552
20110235,TK SERUMPUN,Jl. TPA Lubang Buaya,3,"Dewi Helda Sari, S.Pd",021 8406476,,
20110237,TK SARINA INDAH,Jl. SPG VII No. 4,4,Ermina Rela Prihati,,,
20110238,TK YUSUFIYAH,Jl. Raya Pondok Gede No 36,3,Hj. Endang Pujiasih,021 8410534,,
20110241,TK ADINDA KITA,Jl. Cibubur I,2,Dra Barbara,021 8703640,,
20110242,TK BOUGENVILLE,Jl. Regalia,3,Nurlaila,021 87796222,,
20110243,TK ANYELIR,Jl. H. Baping Gg. Pertiwi,1,"Husna Nazar, S.Pd",021 8415615,,
20110244,TK BINA WARGA,Jl. Cibubur II,4,Suparyati,,,
20110245,TK CEMPAKA,Jl. H. Jusin No. 21,5,"Dewi Sukmawati, S.Ag",0895 03269412,,
20110247,TK MELATI SUCI,Jl. Tanah Merdeka No. 75,4,Wawan Suwandi,0856 92824060,,
20110248,TK SAKURA,Jl. Subur,2,Suwarti,021 8411686,,
20110249,TK SANTA BERNADETTE,Jl. Jatinegara Timur No. 74,4,Sri Widiyarti,021 8192217,,
20110250,TK SUTERA,Jl. Supriyadi,3,Mimi Widyawati,021 8400159,,
20110251,TK TERATAI,Jl. Tanah Merdeka I.A,1,"Galuh Cahyaningsih, S.Pd",021 87790523,,
20110254,TK MATHLAUL ULUM,Jl. Bangun Jaya Blok D,4,H. Achmad Rully Hendarin S.PdI,021 8625446,,
20110256,TK ISLAM BAITURRAHIM,Jl. Kecubung V/6,4,"Latinah,S.Pd.I",021 95995754,,
20110271,TK SILAPARAMITA,Jl. Raya Cipinang Jaya No. 1A,3,"Yani Kosasih , S.Pd, MM",021 8194733,-6.218201,106.887131
20110272,TK ISLAM SABILIA,Jl. Malaka Raya No. 67,5,Rita Andriani,021 8604828,,
20110277,TK ISLAM AT TAQWA,JL. KOMODOR UDARA HALIM GG.MAWAR,4,Titin Asdiyanti,021 93516927,,
20110279,TK BUDI HARAPAN,Jl. Kesenian,4,Dra. SUDARYATI,021 86610847,,
20110285,TK AN NURIYAH,Jl. Pinang Ranti No.22,4,"NURSIDAH,S.Pd",0838 74766741,,
20110291,TK AR RIDHO,Komplek Pulogebang Permai Blok J1 No.3,16,"ERNA DEWI SETIYANINGRUM, Psi",021 48700774,,
20110293,TK ASRI,Jl. Asri No. 41,2,SRI CAHYO WARDANI,021 80886109,,
20110294,TK BAITUL RAHIM,Jl. Kp. Pulo,2,Zulfa Maulida,,,
20110298,TK ISLAM AL BADRIYAH,Jl. Raya Komodor Udara Halim P.K. No. 24,2,LISNA NURHAYATI,021 8017225,,
20110301,TK AR RAHMAH,Jl. SMA Negeri 48,8,FENI EYUNIANTI,021 8007154,,
20110303,TK ISLAM ASY SYIFA,Jl. Cililitan Besar No. 2,2,"IDA IRIANI, S.Pd",021 80877059,,
20110305,TK ISLAM BAITURRAHIM,Jl. Pangkalan Jati I/12,8,H. LUQMANUL HAKIM,021 86603231,,
20110306,TK ISLAM KARTINI,Jl. Sulaiman No. 41,5,Tri Efiwiyarni S.Pdi,021 8577238,,
20110308,TK ISLAM SARTIKA,Jl. Manunggal Raya,5,"Nurjanah, SPdI",021 8609405,,
20110313,TK MUTIARA,Jl. Pusdiklat Depnaker No. 27,4,TRI MARYANI SP.d,"021 80876345, 0858 80612832",,
20110314,TK NURUL IKHWAN,Jl. Asri No. 6,4,"NURIYAH, SPD I",021 8007403,,
20110315,TK NURUL KOMAR,Jl. Pangkalan Jati VII,5,IDA FARIDA,021 8485156,,
20110316,TK PELITA,Jl. Permata No. 20,3,ERNI SALEH,0858 85774536,,
20110317,TK PILAR BANGSA,Jl. Jatiwaringin Raya No. 8,4,"SUSANTI SOLAIMAN,BSc,MM",021 8606530,,
20110320,TK YUDHA,Jl. Kerja Bakti No. 30,8,Hj. Sri Wahyuningsih,021 8004737,,
20110321,TK ISLAM INSAN MADANI,Jl. Perindustrian V No. 43,7,"TRI OKTINAWATI, S. Pd",021 80889687,,
20110325,TK LEBAH KECIL,Jl. AMD XII Rt. 004/02,10,SITI HODIJAH,021 80876351,,
20110330,TK PERMATA BUNDA,Jl. Cengkeh No. 1 2,6,HAZIRIA,021 8404501,,
20110331,TK THERESA BUNDA,Jl. SMU 64 No.72,3,ELLY ERMAWATI S .Spd,021 8446434,,
20110339,TK PUTRA AMANAH,JL. RAYA NUSA INDAH BLOK 40 NO. 10,4,SITI NURLAELA,021 86613989,,
20110346,TK SD SATU ATAP P. HARAPAN 01,Pulau Harapan Rt.004/02,4,"BAHRAM, S. Pd",021 70723444,,
20110347,TK ISLAM AR RAHMAN,Jl. A. Mundari Rt.02/02,5,Afiyati,,,
20110348,TK SAMUDRA I,Dermaga Timur Rt.007/04 Pulau Kelap,3,JUHRI USMAN,021 5439794,,
20110353,TK ISLAM AL JIHAD,Jl. Kramat Jaya No. 38,7,"ESTRI MURWANI,A.Ma",021 4258451,,
20110354,TK ADVENT,Jl. Sawo No. 27,3,Rusdiana Limbong,021 31922706,,
20110355,TK ADVENT IV BENHIL,Jl. Bend. Jatiluhur No. 62,3,Belia Manalu,021 5749487,,
20110356,TK AISIYAH 7,Jl. Petojo Sabangan VI/ 13,4,"Atinah , S.Pd.",021 3501422,,
20110357,TK AISYAH 3,Jl. H. Sabeni No. 22,4,Siti Jubaedah,021 31902487,,
20110358,TK AISYIAH 19,Jl. Taman Bendungan Jatiluhur No. 18,2,Rumini Kusumaningtyas,021 5733335,,
20110359,TK AISYIAH 79,Jl. Petamburan V,2,Masitoh,021 53679581,,
20110360,TK AISYIYAH 14,Jl. Danau Limboto No. 2,11,Neneng Iryani,021 5743837,,
20110361,TK AISYIYAH 97,Jl. Johar Baru V/9,3,Malikhatun,021 4254211,,
20110362,TK AISYIYAH 31,Jl. Salemba Bluntas I / 77,2,Siti Rumsari,021 3100620,,
20110363,TK AISYIYAH 35,Jl. Raya Garuda No.33,4,Risalita Apriliati,021 4265345,,
20110364,TK AISYIYAH 38,Jl. Kramat Raya 49,2,"RASMI R, MM",021 3924658,,
20110365,TK AISYIYAH 39,Jl. H. Ung Dalam Gg. Masjid Rt.013/02,2,,021 4262660,-6.1639,106.855698
20110366,TK AISYIYAH 8,Jl. Kramat Lontar V,3,,021 31904824,,
20110367,TK AISYIYAH BUSTANUL ATHFAL 94,Jl. Kalipasir Eretan No.45,3,ESIH MINTARSIH S.Pd.I,021 3147280,,
20110368,TK AL ABRAR,Jl. Bend. Hilir Raya 148,5,Irma Siti Sumiati,021 5742027,,
20110369,TK AL BADAR,Jl. Menteng Sukabumi IV/2,2,Niken Anggraini,021 91269142,,
20110370,TK AL FALAH,Jl. Cemp. Putih Barat XXI,5,ROSDIANA,021 4262955,,
20110371,TK AL HIKMAH,Jl. Perc. Negara XI A/38,4,Yardialis,021 4248952,,
20110372,TK AL IHLAS,Jl. Rawa Tengah,1,Ratna Saidah,0815 64621887,,
20110373,TK AL IRSYAD,Jl. Petamburan I/45,3,Mirah,021 5322212,,
20110374,TK AL ISLAH,Jl. Cemput Timur 17/03,,,021 4223045,,
20110375,TK AL ISLAMIYAH,Jl. E2 Raya Gang NN 57 CEMPAKABARUkemayoran Jakpus,5,"Hj. RETNOWATI, S.Pd. MM.",021 42872745,,
20110376,TK AL MA'MUR,Jl. Raden Saleh Raya No. 30,3,Sulastri,021 31923640,,
20110377,TK AL MU'AWANAH,Jl. Krida VI Rt.006/01 No.24,3,ENDANG MUNINGSIH,,,
20110378,TK AL MU'MININ,Jl. Kampung Irian II No.1A,5,"Hj. FATMAH, S.Pd. MM.",021 4242674,,
20110379,TK ISLAM AL MUJAAHIDIN,"Jl. Cempaka Baru Timur IV/28 Kemayoran, Jakpus",3,,021 97573212,,
20110380,TK AL MUKARRAMAH,Jl. KPBT V No. 1,3,umi Sa'diyah,021 5745368,,
20110381,TK ALTERNATIF SATU ATAP,Jl. Cempaka Putih Barat II/G,4,"SUARNIS SYAIR, S.Pd",021 4214292,,
20110382,TK AMIR HAMZAH,Jl. Matraman Timur No.34 A,3,"AFRIZA REVILITA, SE, SPdI",021 3103985,,
20110383,TK ANDITA,Jl. Petojo Utara II/ 21,2,"Hj. Yustini Agus, S.Sos",021 6323884,,
20110385,TK AT TAQWA,Jl. Rajawali Selatan VI No.18,4,Yuli Astuti,021 6406337,,
20110386,TK AL TAUFIQ,Jl. Cemput Timur VI,6,UMI ISTIQOMAH,021 4241150,,
20110387,TK BAPTIS,"Jl. Bungur Besar XVII No.13 kemayoran, Jakpus",4,HELENA BUDIANTO,021 4243194,,
20110389,TK BERITA HIDUP,Jl. Kartini XA dalam No.4,3,Erawati Kusnarti,,,
20110391,TK BHAYANGKARI,Jl. Sutan Syahrir No. 1,3,"RR. UDIEN KUSHARTINI, M.Pd",,,
20110392,TK BINTANG KECIL,Jl. Kartini VII B / 5,4,Lala Komala,021 71680955,,
20110393,TK BINTANG TIMUR,Jl. Taruna Jaya II Gg. Anggrek I No.7,3,MM. SUYATI,021 4211740,,
20110394,TK BUDI MULIA,Jl. Mangga Besar Raya No.135,7,APRIDAWATI BR SITEPU,021 6252968,-6.149524,106.825348
20110395,TK BUDI MULIA,"Jl. Gunung Sahari Raya No. 91 Kemayoran, Jakpus",4,"VALENTINA WIDARTI, S.Pd.",021 42877724,,
20110396,TK BUNDA,Jl. Berlian III No. 7,2,RINI RIYANTRI,0813 88788570,,
20110397,TK BUNDA MULIA,Jl. AM. Sangaji No. 20,8,Lucia Esti Muryani,021 6329005,,
20110398,TK CEMPAKA,Jl. Suwiryo No. 16,6,"Ichwanny, S.E",021 3106431,,
20110399,TK CEMPAKA,"Jl. Kebon Kosong VII No.77, Kemayoran, Jakpus",2,OKTIANA SISWANTI,021 42871629,,
20110401,TK CEMPAKA JAYA,Jl. Pangkalan Asem No. 1,2,TRI MUTRI,021 4213734,,
20110402,TK CEMPAKA RIA,Jl. Rawasari Timur I,3,"N. Aan Juaenah, S.Pd",021 4209059,,
20110403,TK CEMPAKA WANGI,Jl. Cemput Barat II/B No. 24,4,"TURAYA,S.PdI",021 26355125,,
20110404,TK CHANDRA,Jl. Mortir No. 7 Kompleks KODAM Sumur Batu,3,SRI HARTATI,021 4265727,,
20110405,TK CITRA MU'MIN,Jl. Kebon Kacang No. 48,3,Atjep Suhadi,0877 83018001,-6.1864,106.829399
20110408,TK DARUSSALAM,Jl. Batang Hari No. 42A,2,,021 3861766,,
20110409,TK DHARMA UTAMA,Jl. Rawa Tengah No. 72/55,3,,021 4242570,,
20110411,TK ISLAM FITRIA,JL. Johar Baru Utara VI No. 16,3,Dra. Hj. Jamilah,021 4247813,,
20110412,TK FRANSISKUS I,Jl. Kramat Raya No. 67,5,Sr.M.Vita.AK,021 3909254,,
20110414,TK HAMDALLAH,Jl. Salemba Bluntas II No. B50,5,"Nidawanti , S Pd",021 3107133,,
20110416,TK HARAPAN,Jl. Harapan Mulia X No.1,2,SUNARTI,021 4252611,,
20110417,TK HATI SUCI,Jl. Hati Suci No. 2,7,Handoko Triwuryanto,021 31900803,-6.1841,106.817299
20110418,TK IKHLAS PRASASTI,"Jl. Sumur Batu Utara No. 2 Kemayoran, Jakpus",4,UKI RAHMAWATI,021 33687034,,
20110419,TK INDRIYASANA,Jl. Kawi Kawi Bawah L 48,3,R. Sri Setyoningsih,0852 100000873,,
20110420,TK INDRIYASANA,Jl. KayuJjati III/8 Jakarta Timur,3,Ag. SRI HASTUTI,,,
20110421,TK IRSYADIYAH,Jl. Emas No.44 Sumur Batu Kemayoran,5,"Hj.KAMARIAH,S.S",021 4264114,,
20110422,TK ISLAM AISYAH 22,Jl. Percetakan Negara XI,3,,021 42886183,,
20110423,TK ISLAM AL AMIN,Jl. Murdai No. 1,3,CHAERONI,021 4226745,,
20110426,TK ISLAM AL WAKAF,Jl. Sinyar VII No. 28,3,Ruri Triwerdaningsih,0821 21970603,,
20110427,TK ISLAM AL HAYAH,Jl. A. Raya No.40 Kelurahan Kartini,5,"Sumiyati, S.Pd",021 6269241,,
20110428,TK ISLAM ASSYIFA,Jl. Mardani Raya No. 15,4,"LATIFAH, SPd.i",021 94797331,,
20110429,TK ISLAM CIKAL HARAPAN,Jl. Percetakan Negara XI/ 18,9,"FITRIANA, S.Pd",021 4246090,,
20110430,TK ISLAM MARDIYATULLAH,Jl. Kp. Rawa Selatan VII No. 1,7,,021 42870663,,
20110431,TK ISLAM NURUL IMAN,Jl. Kp. Rawa Sawah,2,"Asunah,AMd",021 4267889,,
20110432,TK ISLAM SYOFIA,Jl. B/I Cempaka Warna,7,MUHAMMAD IQBAL ANASTA PUTRA,021 93485277,,
20110434,TK ISLAM YMB,Jl. Kramat Pulo Gundul Rt. 011/09 No. K103D,2,Martini,021 41362263,,
20110435,TK ISLAM YARSI,Jl. Letjen Suprapto,6,YAYAH JUBAEDAH,021 4261348,,
20110436,TK JAMIAT KHEIR PUSAT,Jl. Kebon Kacang 41 No. 19,7,FARIDAH,021 3158874,,
20110438,TK JAYA KARYA,Jl. Sangihe Dalam Blok E No.24,2,Adiningdiah,,,
20110439,TK JOHAR BARU,Jl.Johar Baru II,2,,021 42874496,,
20110442,TK K. ANUGERAH,Jl. Kartini Raya No.10   11,4,Lily Mintiawati,021 3457635,-6.15304,106.835373
20110443,TK K. HALLELUYAH,Jl. Industri I No. 34   35,4,Maria Wahju,021 6266941,,
20110445,TK KRISTEN KANAAN,Jl. Kran Raya No. 7,8,"LUCIA M. ACHTI,S.AP",021 4223140,,
20110446,TK K. KARUNIA,Jl. Gereja Ayam No. 12,4,Susanti Sutanto,021 3442553,,
20110447,TK KARTIKA XI 27,Jl. Tanah Tinggi Barat No. 5,3,Supriyatin S.Pd I,,,
20110448,TK KARTINI,"Jl. Kali Baru Timur V No. 1 Kemayoran, Jakpus",6,"EMI YUSMIATI, S.Pd",021 4252976,,
20110449,TK KARTINI,Jl. Kartini Dalam VII No. 18 Kel.Kartini,5,"Intan Maharani, SE",021 41861323,,
20110450,TK NEGERI KEBON KACANG,Jl. Kebon Kacang XI,4,LENA MARTINI,021 70940973,-6.18928,106.822060
20110452,TK KEBON MELATI,Jl. Martapura No. I A,2,"Titin Nurliani, S.Pd",021 31923310,,
20110453,TK KEBON SIRIH,Jl. Kebon Sirih Barat Dalam No. 50,3,Ir. Hj. SITI SOLATI,021 3151215,,
20110454,TK KEMALA BHAYANGKARI 1,Jl. Cideng Barat Dalam No. 12,5,"Merry Yenny, S.Pd.",021 68527391,,
20110455,TKTP KENCANA,"Jl. Waja VI No. 23 Galur, Harapan Mulia, Jakpus",2,"IRAWATI, S.Pd. M.Si.",021 4255155/081381266597,,
20110457,TK KENKIDS PARK ROYALE,Jl. Danau Poso No. 28,6,Sri Ulfari Badriah,021 57851760,,
20110458,TK KEPODANG (TERTANGGAL 12 08 2015: TUTUP),Jl. Taman Sunda Kelapa No. 16A,2,Siti Rohilah,021 31935135,,
20110459,TK KRISTEN BETHEL,Jl. Petamburan IV no.4,3,ISNA LASMARIA,021 29865973,,
20110460,TK KRISTEN I BPK PENABUR,Jl. H. Samanhudi No. 29,12,Monica F. Lie Suefung,021 34834419,,
20110462,TK KRISTEN PENABUR 2,Jl. Pembangunan I/ 23,10,"Dewi Sofa Tjoeng, S.Si",021 6346330,,
20110464,TK KRISTEN 7 PENABUR,"Jl. Gunung Sahari No. 90 A, Kemayoran",7,"Nuke Sri Tantri,SE",021 4210903,,
20110465,TK KUNTUM HARAPAN,Jl. Percetakan Negara VI No. 59C,3,KURNIANINGSIH,021 4263746,,
20110466,TK KUSUMA,Jl. Petojo Selatan II/ 6,5,"Kiky Sri Mustika, SH",021 6331746,,
20110467,TK KWITANG I PSKD,Jl. Taman Kebon Sirih III/14 A,2,"Minetha A. Mohede, SPAK",021 3143249,,
20110468,TK LEMBAGA PUTRA KITA,Jl. Sukabumi III/2,2,"Hj. Sutarsih, M.Pd",021 3901942,,
20110470,TK MARANATHA,Jl. Baladewa No. 32,3,Magdalena Ferdinandus,021 42877057,,
20110471,TK MARISCA,Jl. Raden Saleh I/ 15 A,2,PRATIWI S. Pd I,021 3100403,,
20110473,TK MAWAR MEKAR,"Jl. Flamboyan No. 14, Kemayoran, Jakpus",2,ELLY RASMIATI,021 4243981,,
20110474,TK MAYANDA,Jl. Paseban Timur X/ IB,2,,021 94129421,,
20110475,TK MEKAR MELATI,"Jl. Percetakan Negara II, No. 2",3,"Bertha. K. Parera, SH",021 4213515,,
20110476,TK MELANIA II,Jl. Percetakan Negara No. 31,3,FERIANTY ELISABETH,021 4264108,,
20110477,TK ISLAM MELATI,"Jl. Kemayoran Timur II Rt. 004/08 No. 7, Jakpus",5,"IIS MUHSINAH, S.Ag.",021 4227664,,
20110478,TK MELATI BINA ANAPRASA,Jl. Kwitang I,3,Rosniati,021 3918871,,
20110479,TK MERANTI,Jl. Kali Baru Timur V/ 13,6,"Irma Kurniati, S.Pd I",021 4265716,,
20110480,TK MERPATI,Jl. Batu Tulis XIII No. 18,2,Siti Komariah,021 94556244,,
20110481,TK MERPATI (TERTGL.12 08 2015 TUTUP),Jl. Budirahayu III / 21,2,"Hj.Helmi, M. Nur",021 6258832,,
20110483,TK MINI PAK KASUR,Jl. Cikini V/2,8,"SUPRIYANI, S.Pd",021 31938123,,
20110484,TK MIRANTI,Jl. Taman Amir Hamzah No. 24,1,Siti Julaeha,021 31900847,,
20110485,TK MUSLIMAT,Jl. H. Awaludin I No. 27,4,Nur Hasanah,021 31904675,,
20110486,TK MUTIARA INDONESIA,Jl. Danau Limboto D II No. 6,4,"Risosialistiningdyah, S.Pd",021 5712737,,
20110488,TK BETHANY I/ ANGLO,Jl. Rawasari Selatan 10 X,6,RINA DWI YULIANTI,021 4208702,,
20110489,TK NASIONAL MONTESSORI SCHOOL,Jl. Cik Ditiro I/5 Menteng,5,ANASTASIA KATIANDA,021 3103590,,
20110490,TK NAZARET KUDUS,Jl. Kali Baru Timur VI/ 7,3,"Vivi Hartono, S.Pd",021 4248204,,
20110491,TK NEGERI BESUKI,Jl. Besuki No. 4,7,"MARETI MULYANINGSIH, S.Pd",021 3148756,,
20110492,TK NEGERI CILACAP,Jl. Cilacap No. 5,6,"Ika Mayani, M.Pd",021 3901191,,
20110493,TK NEGERI JL. MERDEKA TIMUR NO. 14,Jl. Merdeka Timur No. 14,2,,021 3440844,-6.178158,106.832748
20110494,TK NEGERI TEGAL,Jl. Tegal No. 10,7,"Merry Yenny, S.Pd",021 31935405,,
20110495,TK NUR UMIYAH,Jl. Kampung Kepu No. 229,4,"Wijaya Ningrum, S Pd",021 4253955,,
20110496,TK NURANI,Jl. Kramat IV/20,2,Supriyatin Apandi,0815 19168811,,
20110497,TK NURUL FALAH,Jl. Kemayoran Gempol,7,"SRIYATI, S.Pd. MM.","021 4208683, 0813 10595658",,
20110498,TK NURUL HIKMAH,Jl. Cemp. Putih Barat 19,4,EVRI NELTA,021 4223570,,
20110499,TK NURUL ISLAM,Jl. Pangkalan Asem Cempaka Putih Barat,6,NURMA,021 4211051,-6.175526,106.858902
20110501,TK NURUL SAKINAH,Jl. Cemp. Putih Barat XIX 19 No.8,4,"ADE SITI JULAEHA, S.Pd",021 4264220,,
20110502,TK NUSA INDAH,Jl. Percetakan Negara Gg. O,4,Ir. Fera Fitriza. P.S M.Pd,021 4262656,,
20110503,TK KWITANG II PSKD,Jl. Kramat IV No. 29,2,Damasti Siagian,021 3155811,,
20110504,TK PSKD IV,Jl. Prapatan No. 26,2,"Ratna Batubara,S.Pd",021 3812675,,
20110505,TK PSKD MANDIRI,Jl. DR. GSSY Ratulangi No. 5,9,Trisna Sari,021 3924384,,
20110506,TK PARKIT,Jl. johar baru utara vi no. 30,1,Nastiah,0896 38593065,,
20110507,TK PATRA II,Jl. A. Yani By Pass,5,SRI WINARSIH,021 4222333,,
20110508,TK PERMATA,Jl. Suka Mulia II/15 Rt 001/01,3,SRIWATI,021 94704062,,
20110509,TK PERWARA,Jl. Mokmer IV Blok J Gunung Sahari Utara,5,"Nawuroh, S.Pd",021 6454987,,
20110510,TK PERWITASARI,"Jl. Angkasa Asrama POLRI Kemayoran, Jakpus",4,SRINING SARWISRI,0816 1152025,,
20110511,TK PUSPA PESONA,Jl. R,1,,,,
20110512,TK PUTRA FATAHILAH,Jl. I No. 39 Kp. Rawasari,3,Rogayah Saleh,021 4226129,,
20110513,TK PUTRA FATAHILLAH 1,Jl. Kramat Pulo Gundul K 15,3,Euis Atikah S. Averus,021 42888444,,
20110514,TK PUTRA III,Jl. Pam Baru II NO.1,5,NY. Sisyanti,0851 03200025,,
20110515,TK PUTRA SETIA,Jl. Kramat Sentiong No. 51,6,,021 3909882,,
20110516,TKIT QATRUNNADA,Jl. Cempaka Baru I No. 11,3,EKA NOVIA,021 42870629,-6.171195,106.861000
20110518,TK RUSNIBRA,"Jl. Kampung Irian Gg. 15 No. 3 Kemayoran, Jakpus",5,SAMSIAH,021 4240060,,
20110519,TK SAHATI,Jl. Nakula No. 6,4,Fitri Feftina Rahmi H. S.Pd,021 4209212,,
20110520,TK SAID NAUM,Jl. KH. Mas Mansyur No. 25,3,,021 3149174,,
20110521,TK SAINT JOHN,"Jl. Bungur Besar Raya No. 84 Kemayoran, Jakpus",9,NG. FAJARWATI,"021 4213645, 021 4213646",,
20110522,TK SAMPAGHITA,Jl. Abdulrahman Saleh I/ 10A,4,"Miswarni , S.Pd Paud",021 99725465,,
20110523,TK SANDIKA,"Jl. Kepuh Dalam I No. 293, Jakpus",3,JOANA FRANSISCA FEBRINA PUJI ASTUTI,021 4212457,,
20110524,TK SANTA MARIA,Jl. Ir. H. Juanda No. 29,13,Imelda Josnany,021 3523068,,
20110525,TK SANTA URSULA,Jl. Pos No. 2,12,Vinsensia Sri Ekaeni,021 3846287,,
20110526,TK SANTO IGNATIUS,Jl. Latuharhary No. 14,4,"Sr. Gabriella gowa keytimu, JMJ",021 3915521,,
20110527,TK SANTO PAULUS,Jl. Setia Kawan IV/ 33,4,Yohana Yance,021 63861345,,
20110528,TK SANTA THERESIA,Jl. Haji Agus Salim No. 75,14,"Elly Noorwaty, S.Pd",021 3925367,-6.189747,106.825607
20110529,TK SANTO YOSEPH,Jl. Dwi Warna Raya No. 1   3,13,"Sr.Rosita, PI",021 6391990,,
20110530,TK SAPTA SETYA,Jl. Mtg Sukabumi XVI/18,1,,021 3914657,-6.206016,106.843269
20110531,TK SASANAWIKA,Jl. Krekot Bunder III No. 1,4,"Rr. Udien Kushartini, M.Pd","021 41596987, 0815 9998044",,
20110532,TK SEJAHTERA,Jl. Mardani Raya Gg. B No.14,5,Dra. ENDANG MURNIATI,021 4207588,,
20110533,TK SEROJA JAKARTA,Jl. Kramat Sentiong No. 1,1,"Siti Nurhayati , S.Pd I",021 3911663,,
20110535,TK SETIA BHAKTI,Jl. A. Gang I No. 4 5 Karang Anyar,4,Erwani,021 6018581,,
20110536,TK SETIA KAWAN,JL. KEBANGGAAN NO.9A,3,Hj. HARTINAH,021 4253928,,
20110537,TK SITTI MANGGOPOH,"Jl. Cempaka Baru XI No.4 A, Kemayoran, Jakpus",3,Hj. SARNAINI,021 4248506,,
20110538,TK SITI SARI,Jl. Cempaka Baru Tengah I No.1 3,2,,021 4269377,,
20110540,TK STRADA BINA SEJAHTERA,Jl. Petamburan V/67,3,MG. Nining Kistiantari,021 53668586,,
20110542,TK SURYA PRAWACANA,Jl. Mess No. 19,3,Efrida Hanum,021 3911223,,
20110543,TK TAMAN INDRIA,"Jl. Garuda No.25 Kemayoran, Jakpus",5,,021 4224337,-6.1605,106.849503
20110544,TK TAMAN KENANGA,Jl. Makian No. 1 Roxy,2,Mulyawati,,,
20110545,TK TAMAN SISWA,Jl. Matraman Dalam II/13,1,Roswani,021 3904175,,
20110546,TK TARSISIUS I,Jl. K.H. Hasyim Ashari No. 26,5,Christina Praptiwi Yuniarti,021 63854382,,
20110547,TK TERATAI,Jl. PRAMUKASARI IV,3,LUSIANA PUSPITA DJAMARIS,021 4225630,,
20110548,TK TRISULA PERWARI,Jl. Paseban Dalam No. 89E,3,Dra Rusdiati Agustini,021 3925581,,
20110549,TK TSAQOFAH ISLAMIYAH,Jl. Surabaya Timur No. 145,5,ETY MARYANY,021 3923688,,
20110550,TK TUNAS BANGSA,Jl. Gunung Sahari XII No. 11,9,Retno Susilawati,021 62305484,,
20110551,TK TUNAS CEMPAKA PUTIH,Jl. Cemp. Putih Tengah No. 12,4,"Sri Martha Damayanti, S.Pd",021 4268038,,
20110552,TK TUNAS HARAPAN,Jl. Cemp. Putih Barat 14,5,SRI RAHAYU,021 4224551,,
20110556,TK TUNAS MEKAR,"Jl. Lancar Gg. III Kemayoran, Jakpus",2,SUMARSINI,021 99177678,,
20110559,TK UMUM,Jl. Kramat Jaya Baru Blok I No. 1,7,Hj. Trisilowati,021 4261663,,
20110561,TK WARGA TELADAN,Jl. Kebon Kacang 13,4,Umamah,021 3921966,,
20110562,TK YAKPI,Jl. Menteng Raya No. 58,4,WISNA AMIR,021 3926813,,
20110564,TK ISLAM AL ITTIHADIYAH,Jl. Tanah Tinggi IV No. 5 9,6,Rishayati S.Pd,021 4228057,,
20110565,TK YASRI,Jl. Taman Cimalaya IA,4,Nuni Sudarmi,021 3451498,,
20110568,TK YAYASAN PERGURUAN CIKINI,Jl. Cikini Raya No. 74 76,7,"RICKA KRISDIANA,S.Pd.",021 3102287,,
20110572,TK AISYIYAH BUSTANUL ATHFAL 41,Jl. Kebantenan IV,3,Syalfinur.S.Pd,021 44836311,,
20110573,TK AD DAWAH,Jl. Biru Laut Barat,6,Asnimar,021 45842832,-6.164242,106.904640
20110574,TK AI SYIYAH 70,Jl. Luar Batang V/45,4,"Murniwati, S.PdI",021 94362403,,
20110575,TK AISIYAH 15,Jl. Pademangan IV Gg. 8 No.3A,2,Yeniaty,0813 81612517,,
20110577,TK AISYIYAH 73,Jl. Swasembada Barat XIX/72,5,Zurnaeni Nizar,021 43901480,,
20110578,TK AL   MUBASYIRIN,Jl. Tanah Merdeka No 16,4,Chotimah S.Pd I,021 91257327,,
20110579,TK AL DJIHAD,Jl. BCS Gg. Q No. 41,5,Nurlaila,021 45855957,,
20110580,TK AL HIDAYAH,Jl. Samudra VIII Rt. 010/014,4,Ninik Hariyati,0858 90593442,,
20110581,TK AL HIDAYAH,Jl. Pasar Inpres No. 42,10,Nurlaela Sari,021 4534307,-6.176084,106.905807
20110583,TK AL IKHSAN,Jl. Al Ikhsan No. 1,7,"Ida Rosida,S.Pd.I",021 4503714,-6.169689,106.913239
20110587,TK AL HIDAYAH,Jl. Kramat Jaya   Komplek UKA,4,Neneng Erni,,,
20110589,TK AL IMAN WARAKAS,Jl. Gg. Warakas IV Gg. XIX No:46,6,siti hoir sya'baniah,,,
20110590,TK AL KHAIRIYAH,Jl. Manggar Gg. IV Blok Y No. 31,5,Hj. Cholidah,021 43922863,,
20110591,TK AL MUSLIM,Jl. Lagoa Gg. V B2 No. 13,3,,,,
20110592,TK ALETHIA,Jl. Bukit Gading Raya,8,Ris Mintarti,021 4513868,,
